id;label;type
sergestus;sergestus;lemma
hinc;hinc;lemma
sergestum;sergestum;lemma
soror;soror;lemma
antoren;antoren;lemma
relinquat;relinquat;lemma
cloanthus;cloanthus;lemma
ida;ida;lemma
praeterea;praeterea;lemma
illinc;illinc;lemma
thebas;thebas;lemma
aulide;aulide;lemma
hesperidum;hesperidum;lemma
agamemnonius;agamemnonius;lemma
alpini;alpini;lemma
massylae;massylae;lemma
pentheus;pentheus;lemma
undique;undique;lemma
iterum;iterum;lemma
supplex;supplex;lemma
phryges;phryges;lemma
priami;priami;lemma
creüsa;creüsa;lemma
lacaenae;lacaenae;lemma
pyrrhus;pyrrhus;lemma
neoptolemum;neoptolemum;lemma
troiam;troiam;lemma
tyndaridis;tyndaridis;lemma
quonam;quonam;lemma
graiae;graiae;lemma
nequiquam;nequiquam;lemma
forsitan;forsitan;lemma
polites;polites;lemma
grates;grates;lemma
auolsumque;auolsumque;lemma
hecuba;hecuba;lemma
ascanius;ascanius;lemma
memento;memento;lemma
danai;danai;lemma
dextraque;dextraque;lemma
euryalum;euryalum;lemma
entellus;entellus;lemma
dareta;dareta;lemma
propter;propter;lemma
acestes;acestes;lemma
antoren;antoren;lemma
eurytion;eurytion;lemma
hyrtacidae;hyrtacidae;lemma
mezentius;mezentius;lemma
quotiens;quotiens;lemma
caestus;caestus;lemma
mnestheus;mnestheus;lemma
dulcis;dulcis;lemma
stygia;stygia;lemma
caedicus;caedicus;lemma
karthaginis;karthaginis;lemma
uolcens;uolcens;lemma
hinc;hinc;lemma
euryalus;euryalus;lemma
linea;linea;lemma
parthus;parthus;lemma
latium;latium;lemma
turne;turne;lemma
uenulus;uenulus;lemma
argiuaque;argiuaque;lemma
aetola;aetola;lemma
diomedem;diomedem;lemma
latinis;latinis;lemma
conubis;conubis;lemma
repertor;repertor;lemma
saturnique;saturnique;lemma
iuturnam;iuturnam;lemma
ualuisse;ualuisse;lemma
turnum;turnum;lemma
troas;troas;lemma
iuppiter;iuppiter;lemma
maerentum;maerentum;lemma
latinus;latinus;lemma
megaeram;megaeram;lemma
mutare;mutare;lemma
securus;securus;lemma
nudo;nudo;lemma
seruitio;seruitio;lemma
andromachen;andromachen;lemma
tyri;tyri;lemma
heus;heus;lemma
diu;diu;lemma
uesta;uesta;lemma
currus;currus;lemma
harpalyce;harpalyce;lemma
phthiam;phthiam;lemma
libyci;libyci;lemma
spartanae;spartanae;lemma
romanosque;romanosque;lemma
iulius;iulius;lemma
hectorea;hectorea;lemma
pygmalionis;pygmalionis;lemma
romanos;romanos;lemma
ferocia;ferocia;lemma
mauortia;mauortia;lemma
tyro;tyro;lemma
hinc;hinc;lemma
aquosus;aquosus;lemma
lyaeo;lyaeo;lemma
sinum;sinum;lemma
temere;temere;lemma
phoeboque;phoeboque;lemma
cereri;cereri;lemma
lilybeia;lilybeia;lemma
mezentius;mezentius;lemma
pachyni;pachyni;lemma
phoebea;phoebea;lemma
plemyrium;plemyrium;lemma
gaetulae;gaetulae;lemma
equidem;equidem;lemma
camerina;camerina;lemma
anna;anna;lemma
acragas;acragas;lemma
sicanio;sicanio;lemma
iarbas;iarbas;lemma
somnus;somnus;lemma
somnos;somnos;lemma
sychaeo;sychaeo;lemma
mercurio;mercurio;lemma
iterum;iterum;lemma
rursus;rursus;lemma
heia;heia;lemma
laomedonteae;laomedonteae;lemma
aurora;aurora;lemma
sidonia;sidonia;lemma
irarum;irarum;lemma
ouantes;ouantes;lemma
zephyros;zephyros;lemma
flauentesque;flauentesque;lemma
nomadumque;nomadumque;lemma
tyriis;tyriis;lemma
uacuos;uacuos;lemma
phoenissa;phoenissa;lemma
tithoni;tithoni;lemma
gratia;gratia;lemma
iuturna;iuturna;lemma
socer;socer;lemma
aconteus;aconteus;lemma
latinus;latinus;lemma
latini;latini;lemma
buten;buten;lemma
ianumque;ianumque;lemma
adcetera;adcetera;lemma
troumque;troumque;lemma
specimen;specimen;lemma
saetigeri;saetigeri;lemma
romae;romae;lemma
laurentum;laurentum;lemma
latonaeque;latonaeque;lemma
albanus;albanus;lemma
uoeanti;uoeanti;lemma
bifrontem;bifrontem;lemma
asilas;asilas;lemma
tyrrhenusque;tyrrhenusque;lemma
propter;propter;lemma
atlantis;atlantis;lemma
arruns;arruns;lemma
cyllenius;cyllenius;lemma
camilla;camilla;lemma
lausum;lausum;lemma
lauso;lauso;lemma
genitor;genitor;lemma
diu;diu;lemma
teucros;teucros;lemma
maeonia;maeonia;lemma
magalia;magalia;lemma
karthagine;karthagine;lemma
graiumque;graiumque;lemma
ascanione;ascanione;lemma
romanas;romanas;lemma
cyllenia;cyllenia;lemma
ausoniam;ausoniam;lemma
ideo;ideo;lemma
mercurium;mercurium;lemma
mucro;mucro;lemma
amens;amens;lemma
metisci;metisci;lemma
misenum;misenum;lemma
androgeos;androgeos;lemma
tros;tros;lemma
adcendere;adcendere;lemma
danaumque;danaumque;lemma
panthus;panthus;lemma
faune;faune;lemma
huc;huc;lemma
turnus;turnus;lemma
adcessit;adcessit;lemma
arbore;arbore;lemma
duo;duo;lemma
iuppiter;iuppiter;lemma
saturnia;saturnia;lemma
aemulus;aemulus;lemma
retexunt;retexunt;lemma
ubique;ubique;lemma
interdum;interdum;lemma
italiam;italiam;lemma
turnum;turnum;lemma
num;num;lemma
polydorum;polydorum;lemma
lucagus;lucagus;lemma
turnus;turnus;lemma
pallanta;pallanta;lemma
tellus;tellus;lemma
latebra;latebra;lemma
pius;pius;lemma
latebras;latebras;lemma
iuno;iuno;lemma
quotiens;quotiens;lemma
imago;imago;lemma
troiane;troiane;lemma
ter;ter;lemma
equidem;equidem;lemma
euandrum;euandrum;lemma
seruata;seruata;lemma
rite;rite;lemma
pallantis;pallantis;lemma
funus;funus;lemma
humo;humo;lemma
pepigit;pepigit;lemma
eoo;eoo;lemma
bellipotens;bellipotens;lemma
mezenti;mezenti;lemma
consortem;consortem;lemma
oceanum;oceanum;lemma
thoraca;thoraca;lemma
euandro;euandro;lemma
tyrrhenus;tyrrhenus;lemma
euandre;euandre;lemma
maestus;maestus;lemma
expectatique;expectatique;lemma
tumulo;tumulo;lemma
praesidium;praesidium;lemma
texunt;texunt;lemma
sex;sex;lemma
sunt;sunt;lemma
lucagus;lucagus;lemma
euryalum;euryalum;lemma
uolcente;uolcente;lemma
hinc;hinc;lemma
currus;currus;lemma
duo;duo;lemma
olim;olim;lemma
frater;frater;lemma
procul;procul;lemma
simul;simul;lemma
huc;huc;lemma
illic;illic;lemma
equos;equos;lemma
temere;temere;lemma
hasta;hasta;lemma
turnum;turnum;lemma
deserit;deserit;lemma
clipeis;clipeis;lemma
rutuli;rutuli;lemma
qualis;qualis;lemma
arruns;arruns;lemma
camilla;camilla;lemma
phrygiis;phrygiis;lemma
tiburtum;tiburtum;lemma
cybelo;cybelo;lemma
maeonidae;maeonidae;lemma
lycio;lycio;lemma
chloreus;chloreus;lemma
exemplum;exemplum;lemma
circumeo;circumeo;lemma
camillam;camillam;lemma
pineus;pineus;lemma
carbaseos;carbaseos;lemma
cassida;cassida;lemma
squamis;squamis;lemma
gortynia;gortynia;lemma
reducem;reducem;lemma
soractis;soractis;lemma
inglorius;inglorius;lemma
aureus;aureus;lemma
turnus;turnus;lemma
helenor;helenor;lemma
lycus;lycus;lemma
camilla;camilla;lemma
turris;turris;lemma
mezentius;mezentius;lemma
pars;pars;lemma
intus;intus;lemma
laurentiaque;laurentiaque;lemma
vallo;vallo;lemma
camillam;camillam;lemma
calliope;calliope;lemma
maeonio;maeonio;lemma
licymnia;licymnia;lemma
etruscam;etruscam;lemma
tinguat;tinguat;lemma
poenorum;poenorum;lemma
hibero;hibero;lemma
implacabilis;implacabilis;lemma
antoren;antoren;lemma
lucagus;lucagus;lemma
lausum;lausum;lemma
frater;frater;lemma
eminus;eminus;lemma
diu;diu;lemma
lauso;lauso;lemma
tarchon;tarchon;lemma
currus;currus;lemma
caesar;caesar;lemma
genitor;genitor;lemma
mucro;mucro;lemma
siquando;siquando;lemma
hasta;hasta;lemma
grauiter;grauiter;lemma
proturbantque;proturbantque;lemma
semel;semel;lemma
arator;arator;lemma
contra;contra;lemma
turnum;turnum;lemma
lausoque;lausoque;lemma
pallanta;pallanta;lemma
euandrum;euandrum;lemma
latini;latini;lemma
palla;palla;lemma
felicia;felicia;lemma
saetigerosque;saetigerosque;lemma
quin;quin;lemma
partim;partim;lemma
pyras;pyras;lemma
caelo;caelo;lemma
latinis;latinis;lemma
pompa;pompa;lemma
phrygum;phrygum;lemma
turne;turne;lemma
teucros;teucros;lemma
iuuabit;iuuabit;lemma
troum;troum;lemma
pallante;pallante;lemma
turnum;turnum;lemma
latium;latium;lemma
anchisae;anchisae;lemma
relinquat;relinquat;lemma
soror;soror;lemma
supplex;supplex;lemma
scilicet;scilicet;lemma
alpini;alpini;lemma
aulide;aulide;lemma
illinc;illinc;lemma
saturnius;saturnius;lemma
frondeo;frondeo;lemma
hinc;hinc;lemma
iterum;iterum;lemma
reponunt;reponunt;lemma
improbe;improbe;lemma
inane;inane;lemma
mortalia;mortalia;lemma
troianam;troianam;lemma
tractabilis;tractabilis;lemma
lyciae;lyciae;lemma
scopulis;scopulis;lemma
misenum;misenum;lemma
pallanta;pallanta;lemma
fauni;fauni;lemma
orsilochum;orsilochum;lemma
buten;buten;lemma
latini;latini;lemma
euandrum;euandrum;lemma
alter;alter;lemma
latinis;latinis;lemma
dardanus;dardanus;lemma
ter;ter;lemma
ager;ager;lemma
quando;quando;lemma
aureus;aureus;lemma
latio;latio;lemma
thybrim;thybrim;lemma
ualuisse;ualuisse;lemma
alipedes;alipedes;lemma
inachiis;inachiis;lemma
priameia;priameia;lemma
pallanta;pallanta;lemma
soror;soror;lemma
turni;turni;lemma
hinc;hinc;lemma
exuuiasque;exuuiasque;lemma
pallas;pallas;lemma
praeterea;praeterea;lemma
frondeo;frondeo;lemma
numquam;numquam;lemma
spargo1;spargo1;lemma
thebas;thebas;lemma
relinquat;relinquat;lemma
turne;turne;lemma
sychaei;sychaei;lemma
tempus;tempus;lemma
pentheus;pentheus;lemma
agamemnonius;agamemnonius;lemma
illinc;illinc;lemma
turnus;turnus;lemma
aethiopum;aethiopum;lemma
anchises;anchises;lemma
monimenta;monimenta;lemma
camilla;camilla;lemma
fauno;fauno;lemma
saturnus;saturnus;lemma
filia;filia;lemma
carmentis;carmentis;lemma
nympha;nympha;lemma
arruns;arruns;lemma
acca;acca;lemma
instar;instar;lemma
reges;reges;lemma
caieta;caieta;lemma
marica;marica;lemma
sibyllam;sibyllam;lemma
marcellus;marcellus;lemma
laurentisque;laurentisque;lemma
quirino;quirino;lemma
recusantum;recusantum;lemma
caietae;caietae;lemma
aeolus;aeolus;lemma
fluctus;fluctus;lemma
tot;tot;lemma
daedalus;daedalus;lemma
antrum;antrum;lemma
phoebe;phoebe;lemma
sibyllae;sibyllae;lemma
ter;ter;lemma
troiae;troiae;lemma
phoebi;phoebi;lemma
aeacidae;aeacidae;lemma
tandem;tandem;lemma
num;num;lemma
septem;septem;lemma
diu;diu;lemma
lauso;lauso;lemma
quoque;quoque;lemma
halaesus;halaesus;lemma
pallanta;pallanta;lemma
centum;centum;lemma
iuturna;iuturna;lemma
iapyx;iapyx;lemma
saturnus;saturnus;lemma
carmentis;carmentis;lemma
rogus;rogus;lemma
extorris;extorris;lemma
monimenta;monimenta;lemma
auxilium;auxilium;lemma
imprecor;imprecor;lemma
iouem;iouem;lemma
annam;annam;lemma
dardanios;dardanios;lemma
populus1;populus1;lemma
celerabat;celerabat;lemma
exuuiae;exuuiae;lemma
barcen;barcen;lemma
cubile;cubile;lemma
olim;olim;lemma
auersos;auersos;lemma
archetium;archetium;lemma
mimanta;mimanta;lemma
latagum;latagum;lemma
priami;priami;lemma
pyrrhus;pyrrhus;lemma
laurentia;laurentia;lemma
danai;danai;lemma
turnus;turnus;lemma
rupes;rupes;lemma
tyrrhenae;tyrrhenae;lemma
multosue;multosue;lemma
uesulus;uesulus;lemma
mezentius;mezentius;lemma
neoptolemum;neoptolemum;lemma
imago;imago;lemma
laurentisne;laurentisne;lemma
teucrumque;teucrumque;lemma
laurens;laurens;lemma
pinifer;pinifer;lemma
paridisque;paridisque;lemma
palmus;palmus;lemma
intus;intus;lemma
troia;troia;lemma
ulixi;ulixi;lemma
uolcentem;uolcentem;lemma
euryali;euryali;lemma
umquam;umquam;lemma
tabo;tabo;lemma
anchises;anchises;lemma
amens;amens;lemma
usque;usque;lemma
hodie;hodie;lemma
sanies;sanies;lemma
murmur;murmur;lemma
alter;alter;lemma
antrum;antrum;lemma
seruate;seruate;lemma
sulphure;sulphure;lemma
ambobus;ambobus;lemma
ecce;ecce;lemma
ignis;ignis;lemma
heleno;heleno;lemma
andromachen;andromachen;lemma
helenus;helenus;lemma
glacialis;glacialis;lemma
buthroti;buthroti;lemma
argolicas;argolicas;lemma
hector;hector;lemma
lacedaemoniosque;lacedaemoniosque;lemma
actiaque;actiaque;lemma
epiri;epiri;lemma
marito;marito;lemma
incredibilis;incredibilis;lemma
aulaï;aulaï;lemma
aërias;aërias;lemma
phaeacum;phaeacum;lemma
harpyia;harpyia;lemma
graias;graias;lemma
famulo;famulo;lemma
hisco;hisco;lemma
pyrrhin;pyrrhin;lemma
crethea;crethea;lemma
pandarus;pandarus;lemma
neoptolemum;neoptolemum;lemma
bitian;bitian;lemma
priamo;priamo;lemma
discordibus;discordibus;lemma
erymanta;erymanta;lemma
antiphaten;antiphaten;lemma
thebana;thebana;lemma
immania;immania;lemma
aphidnum;aphidnum;lemma
pyrrhus;pyrrhus;lemma
troes;troes;lemma
sarpedonis;sarpedonis;lemma
euboico;euboico;lemma
dardaniam;dardaniam;lemma
creüsa;creüsa;lemma
fidelis;fidelis;lemma
lyncea;lyncea;lemma
mars;mars;lemma
eumenidum;eumenidum;lemma
ulmus;ulmus;lemma
misenus;misenus;lemma
orci;orci;lemma
imponit;imponit;lemma
mortiferumque;mortiferumque;lemma
oleum;oleum;lemma
harpyiaeque;harpyiaeque;lemma
centauri;centauri;lemma
scrupea;scrupea;lemma
submotos;submotos;lemma
labosque;labosque;lemma
spelunca;spelunca;lemma
aërio;aërio;lemma
ulterioris;ulterioris;lemma
charon;charon;lemma
chimaera;chimaera;lemma
phlegethon;phlegethon;lemma
turpis;turpis;lemma
scyllaeque;scyllaeque;lemma
coroebus;coroebus;lemma
turnus;turnus;lemma
pallanta;pallanta;lemma
danai;danai;lemma
androgeos;androgeos;lemma
rhipeus;rhipeus;lemma
danaum;danaum;lemma
euandrum;euandrum;lemma
ubique;ubique;lemma
salus;salus;lemma
latini;latini;lemma
umectat;umectat;lemma
aethon;aethon;lemma
praeterea;praeterea;lemma
italum;italum;lemma
bellator;bellator;lemma
turne;turne;lemma
phalanx;phalanx;lemma
palla;palla;lemma
turnum;turnum;lemma
panthus;panthus;lemma
lauinia;lauinia;lemma
dardaniae;dardaniae;lemma
sat;sat;lemma
turne;turne;lemma
uestamque;uestamque;lemma
clarescunt;clarescunt;lemma
priamoque;priamoque;lemma
hectore;hectore;lemma
turno;turno;lemma
teucrorum;teucrorum;lemma
dardanium;dardanium;lemma
sigea;sigea;lemma
phrygios;phrygios;lemma
deiphobi;deiphobi;lemma
ucalegon;ucalegon;lemma
achilli;achilli;lemma
uolcano;uolcano;lemma
rubrae;rubrae;lemma
denique;denique;lemma
beroë;beroë;lemma
dorycli;dorycli;lemma
helenor;helenor;lemma
turnus;turnus;lemma
lycus;lycus;lemma
ascanius;ascanius;lemma
epytides;epytides;lemma
troades;troades;lemma
achaïca;achaïca;lemma
troianum;troianum;lemma
labyrinthus;labyrinthus;lemma
libycumque;libycumque;lemma
carpathium;carpathium;lemma
uec;uec;lemma
hectoreos;hectoreos;lemma
delphinum;delphinum;lemma
indeprensus;indeprensus;lemma
dardanidum;dardanidum;lemma
simoenta;simoenta;lemma
tmarii;tmarii;lemma
euryalum;euryalum;lemma
arruns;arruns;lemma
turno;turno;lemma
lauinia;lauinia;lemma
simul;simul;lemma
mimanta;mimanta;lemma
iterum;iterum;lemma
latagum;latagum;lemma
rutuli;rutuli;lemma
turnus;turnus;lemma
ni;ni;lemma
nihil;nihil;lemma
camilla;camilla;lemma
turne;turne;lemma
dauni;dauni;lemma
temere;temere;lemma
magistro;magistro;lemma
rex;rex;lemma
phoebus;phoebus;lemma
turbidus;turbidus;lemma
uolcentem;uolcentem;lemma
orsilochum;orsilochum;lemma
buten;buten;lemma
euryali;euryali;lemma
euandrus;euandrus;lemma
umquam;umquam;lemma
euryalum;euryalum;lemma
signum;signum;lemma
tyrrheni;tyrrheni;lemma
rutuli;rutuli;lemma
usquam;usquam;lemma
achates;achates;lemma
ter;ter;lemma
rursus;rursus;lemma
oceani;oceani;lemma
retro;retro;lemma
fraus;fraus;lemma
hasta;hasta;lemma
revolvo;revolvo;lemma
amens;amens;lemma
duo;duo;lemma
acestes;acestes;lemma
signum;signum;lemma
mnestheus;mnestheus;lemma
quique;quique;lemma
pristim;pristim;lemma
memmi;memmi;lemma
phaethontis;phaethontis;lemma
perfilsa;perfilsa;lemma
nona;nona;lemma
nauticus;nauticus;lemma
scyllaque;scyllaque;lemma
maturus;maturus;lemma
sergestusque;sergestusque;lemma
italus;italus;lemma
sergia;sergia;lemma
romane;romane;lemma
excierat;excierat;lemma
elymus;elymus;lemma
centauro;centauro;lemma
ter;ter;lemma
aqua;aqua;lemma
en;en;lemma
nautes;nautes;lemma
charon;charon;lemma
anchisae;anchisae;lemma
lausum;lausum;lemma
stygiamque;stygiamque;lemma
nutrix;nutrix;lemma
anchisa;anchisa;lemma
palinure;palinure;lemma
ultor;ultor;lemma
rogus;rogus;lemma
nate;nate;lemma
huc;huc;lemma
lauso;lauso;lemma
heu;heu;lemma
insania;insania;lemma
vivo;vivo;lemma
dardanios;dardanios;lemma
camilla;camilla;lemma
laurentiaque;laurentiaque;lemma
camillam;camillam;lemma
rutuli;rutuli;lemma
adcenso;adcenso;lemma
tinguat;tinguat;lemma
hibero;hibero;lemma
poenorum;poenorum;lemma
implacabilis;implacabilis;lemma
antoren;antoren;lemma
uenantum;uenantum;lemma
uolcentem;uolcentem;lemma
aeneadae;aeneadae;lemma
turnus;turnus;lemma
pulvis;pulvis;lemma
lacrumantumque;lacrumantumque;lemma
ruentum;ruentum;lemma
ambo;ambo;lemma
defendentum;defendentum;lemma
euryalum;euryalum;lemma
parthus;parthus;lemma
nocte;nocte;lemma
turne;turne;lemma
allicio;allicio;lemma
allecto;allecto;lemma
tartaream;tartaream;lemma
uacuum;uacuum;lemma
megaeram;megaeram;lemma
iuturnamque;iuturnamque;lemma
iuturnae;iuturnae;lemma
torpor;torpor;lemma
lapis;lapis;lemma
adrectaeque;adrectaeque;lemma
supra;supra;lemma
soror;soror;lemma
rutulos;rutulos;lemma
condicio;condicio;lemma
ademptast;ademptast;lemma
clausumue;clausumue;lemma
cydon;cydon;lemma
halaesus;halaesus;lemma
ilo;ilo;lemma
latinum;latinum;lemma
arcadas;arcadas;lemma
proles;proles;lemma
palla;palla;lemma
menoeten;menoeten;lemma
cretheu;cretheu;lemma
echionium;echionium;lemma
argiuae;argiuae;lemma
ars;ars;lemma
cethegum;cethegum;lemma
cupencum;cupencum;lemma
dioren;dioren;lemma
arcada;arcada;lemma
hyllo;hyllo;lemma
laurentes;laurentes;lemma
lyrnesi;lyrnesi;lemma
memorum;memorum;lemma
oniten;oniten;lemma
pyrrhus;pyrrhus;lemma
priami;priami;lemma
neoptolemum;neoptolemum;lemma
nequiquam;nequiquam;lemma
danai;danai;lemma
creüsa;creüsa;lemma
uacua;uacua;lemma
hecubam;hecubam;lemma
aedes;aedes;lemma
priamumque;priamumque;lemma
polites;polites;lemma
achilles;achilles;lemma
forsitan;forsitan;lemma
grates;grates;lemma
graiae;graiae;lemma
priamum;priamum;lemma
hecuba;hecuba;lemma
ignis;ignis;lemma
atridas;atridas;lemma
ceu;ceu;lemma
helenus;helenus;lemma
heleno;heleno;lemma
mezentius;mezentius;lemma
drance;drance;lemma
pelori;pelori;lemma
portus;portus;lemma
lingua;lingua;lemma
tot;tot;lemma
scio;scio;lemma
lausus;lausus;lemma
celaeno;celaeno;lemma
idomeneus;idomeneus;lemma
circae;circae;lemma
philoctetae;philoctetae;lemma
sallentinos;sallentinos;lemma
teneto;teneto;lemma
locri;locri;lemma
italique;italique;lemma
ora1;ora1;lemma
sus;sus;lemma
ilo;ilo;lemma
iphitus;iphitus;lemma
pelias;pelias;lemma
palla;palla;lemma
pallas;pallas;lemma
priami;priami;lemma
halaesus;halaesus;lemma
dardanus;dardanus;lemma
latinus;latinus;lemma
turris;turris;lemma
currus;currus;lemma
ianique;ianique;lemma
italusque;italusque;lemma
sabinus;sabinus;lemma
saturnusque;saturnusque;lemma
bifrontis;bifrontis;lemma
pinnis;pinnis;lemma
martiaque;martiaque;lemma
senex;senex;lemma
dardanidae;dardanidae;lemma
danaum;danaum;lemma
iphitus;iphitus;lemma
pelias;pelias;lemma
matutinus;matutinus;lemma
coroebus;coroebus;lemma
rhipeus;rhipeus;lemma
priami;priami;lemma
achates;achates;lemma
aetnaei;aetnaei;lemma
unde;unde;lemma
lemnius;lemnius;lemma
ingentum;ingentum;lemma
rutulus;rutulus;lemma
taboque;taboque;lemma
lydia;lydia;lemma
etruscis;etruscis;lemma
tegeaeum;tegeaeum;lemma
chalybs;chalybs;lemma
maeoniae;maeoniae;lemma
fornace;fornace;lemma
