id;label;type
dardaniis;dardaniis;lemma
segnis;segnis;lemma
pyra;pyra;lemma
turni;turni;lemma
quartus;quartus;lemma
pilumnusque;pilumnusque;lemma
lucagus;lucagus;lemma
coroebus;coroebus;lemma
danaum;danaum;lemma
rhipeus;rhipeus;lemma
laurentia;laurentia;lemma
androgeos;androgeos;lemma
latebra;latebra;lemma
latebras;latebras;lemma
dardaniis;dardaniis;lemma
panthus;panthus;lemma
pilumnusque;pilumnusque;lemma
quartus;quartus;lemma
ubique;ubique;lemma
iuno;iuno;lemma
olympi;olympi;lemma
frater;frater;lemma
mimanta;mimanta;lemma
latagum;latagum;lemma
teucrisque;teucrisque;lemma
osinius;osinius;lemma
turnus;turnus;lemma
intus;intus;lemma
murmur;murmur;lemma
troia;troia;lemma
murranum;murranum;lemma
drancis;drancis;lemma
italiam;italiam;lemma
anchisae;anchisae;lemma
aedes;aedes;lemma
lauinia;lauinia;lemma
ufens;ufens;lemma
turne;turne;lemma
adgnoui;adgnoui;lemma
troiugenas;troiugenas;lemma
adrectasque;adrectasque;lemma
latinus;latinus;lemma
metisci;metisci;lemma
italis;italis;lemma
neoptolemum;neoptolemum;lemma
saucius;saucius;lemma
danai;danai;lemma
danaum;danaum;lemma
danais;danais;lemma
usque;usque;lemma
integer;integer;lemma
uoluissent;uoluissent;lemma
exscidia;exscidia;lemma
pridem;pridem;lemma
creüsam;creüsam;lemma
urguenti;urguenti;lemma
coroebus;coroebus;lemma
abnego;abnego;lemma
abnegat;abnegat;lemma
soror;soror;lemma
hodie;hodie;lemma
apex;apex;lemma
troia;troia;lemma
nusquam;nusquam;lemma
rhipeus;rhipeus;lemma
idaea;idaea;lemma
coroebus;coroebus;lemma
troia;troia;lemma
soror;soror;lemma
rhipeus;rhipeus;lemma
danaum;danaum;lemma
italiam;italiam;lemma
rursus;rursus;lemma
androgeos;androgeos;lemma
anchisae;anchisae;lemma
panthus;panthus;lemma
ubique;ubique;lemma
neoptolemum;neoptolemum;lemma
ilium;ilium;lemma
num;num;lemma
troianam;troianam;lemma
relinquat;relinquat;lemma
exscidia;exscidia;lemma
pridem;pridem;lemma
creüsam;creüsam;lemma
integer;integer;lemma
pallanta;pallanta;lemma
pallas;pallas;lemma
halaesus;halaesus;lemma
rutulorum;rutulorum;lemma
palla;palla;lemma
turni;turni;lemma
cruento;cruento;lemma
anchisae;anchisae;lemma
lausus;lausus;lemma
arcadibus;arcadibus;lemma
alcide;alcide;lemma
inreparabile;inreparabile;lemma
largior;largior;lemma
troiae;troiae;lemma
coroebus;coroebus;lemma
abantem;abantem;lemma
halaesi;halaesi;lemma
arcadio;arcadio;lemma
imaona;imaona;lemma
proles;proles;lemma
pallanta;pallanta;lemma
num;num;lemma
soror;soror;lemma
coroebus;coroebus;lemma
halaesus;halaesus;lemma
relinquat;relinquat;lemma
rutulorum;rutulorum;lemma
pallas;pallas;lemma
rhipeus;rhipeus;lemma
troius;troius;lemma
troianam;troianam;lemma
palla;palla;lemma
androgeos;androgeos;lemma
nautes;nautes;lemma
stygia;stygia;lemma
ubique;ubique;lemma
panthus;panthus;lemma
turnus;turnus;lemma
antrum;antrum;lemma
mortalia;mortalia;lemma
nautes;nautes;lemma
anchisae;anchisae;lemma
dorycli;dorycli;lemma
ascanius;ascanius;lemma
beroen;beroen;lemma
eumelus;eumelus;lemma
rhoeteïa;rhoeteïa;lemma
uolcanus;uolcanus;lemma
italasne;italasne;lemma
sicubi;sicubi;lemma
idcirco;idcirco;lemma
seruatae;seruatae;lemma
acestam;acestam;lemma
stuppa;stuppa;lemma
semiusta;semiusta;lemma
elysiumque;elysiumque;lemma
incepti;incepti;lemma
acestes;acestes;lemma
beroë;beroë;lemma
amissis;amissis;lemma
ulixes;ulixes;lemma
ithacus;ithacus;lemma
calchas;calchas;lemma
fors;fors;lemma
argolica;argolica;lemma
pelasgae;pelasgae;lemma
calchante;calchante;lemma
spes;spes;lemma
utinam;utinam;lemma
machina;machina;lemma
seruataque;seruataque;lemma
eurypylum;eurypylum;lemma
calchanta;calchanta;lemma
palladium;palladium;lemma
ithaci;ithaci;lemma
graios;graios;lemma
graiorum;graiorum;lemma
scitor;scitor;lemma
palladis;palladis;lemma
achiuos;achiuos;lemma
antoren;antoren;lemma
ter;ter;lemma
humo;humo;lemma
eminus;eminus;lemma
troïus;troïus;lemma
pepigit;pepigit;lemma
eoo;eoo;lemma
bellipotens;bellipotens;lemma
mezenti;mezenti;lemma
consortem;consortem;lemma
troesque;troesque;lemma
latinique;latinique;lemma
tyrrhenus;tyrrhenus;lemma
inscius;inscius;lemma
quadrupes;quadrupes;lemma
oceanum;oceanum;lemma
diu;diu;lemma
thoraca;thoraca;lemma
femine;femine;lemma
inguine;inguine;lemma
buten;buten;lemma
orsilochum;orsilochum;lemma
equo;equo;lemma
amazones;amazones;lemma
thermodontis;thermodontis;lemma
threiciae;threiciae;lemma
martia;martia;lemma
tullaque;tullaque;lemma
hippotaden;hippotaden;lemma
morientum;morientum;lemma
tusci;tusci;lemma
impatiens;impatiens;lemma
tyrrhene;tyrrhene;lemma
eunaeum;eunaeum;lemma
lirim;lirim;lemma
uulnera;uulnera;lemma
iollan;iollan;lemma
hippolyten;hippolyten;lemma
amazon;amazon;lemma
italides;italides;lemma
lauinia;lauinia;lemma
turno;turno;lemma
turne;turne;lemma
quaeso;quaeso;lemma
indum;indum;lemma
rubor;rubor;lemma
haudquaquam;haudquaquam;lemma
thybrina;thybrina;lemma
pilumno;pilumno;lemma
idmon;idmon;lemma
italia;italia;lemma
monitura;monitura;lemma
orithyia;orithyia;lemma
adcenso;adcenso;lemma
italas;italas;lemma
ebur;ebur;lemma
phrygio;phrygio;lemma
generum;generum;lemma
rubeo;rubeo;lemma
arruns;arruns;lemma
temere;temere;lemma
uolcentem;uolcentem;lemma
rutuli;rutuli;lemma
euryalum;euryalum;lemma
cratera;cratera;lemma
magistro;magistro;lemma
equites;equites;lemma
rhamnetis;rhamnetis;lemma
imprudens;imprudens;lemma
tiburti;tiburti;lemma
tapetas;tapetas;lemma
herbesumque;herbesumque;lemma
fadumque;fadumque;lemma
lamumque;lamumque;lemma
rhamnetem;rhamnetem;lemma
rhoetumque;rhoetumque;lemma
serranum;serranum;lemma
rhoetum;rhoetum;lemma
abarimque;abarimque;lemma
tercentum;tercentum;lemma
heleno;heleno;lemma
helenus;helenus;lemma
temere;temere;lemma
turno;turno;lemma
iterum;iterum;lemma
mezentius;mezentius;lemma
andromachen;andromachen;lemma
portus;portus;lemma
uolcentem;uolcentem;lemma
achates;achates;lemma
euryalum;euryalum;lemma
buten;buten;lemma
amens;amens;lemma
propinquo;propinquo;lemma
lauinia;lauinia;lemma
signum;signum;lemma
sibyllae;sibyllae;lemma
cratera;cratera;lemma
cubile;cubile;lemma
hospes;hospes;lemma
eumenidum;eumenidum;lemma
heleno;heleno;lemma
helenus;helenus;lemma
imponit;imponit;lemma
charon;charon;lemma
sibyllae;sibyllae;lemma
stygiamque;stygiamque;lemma
andromachen;andromachen;lemma
anchisa;anchisa;lemma
interpres;interpres;lemma
aërio;aërio;lemma
oleum;oleum;lemma
scrupea;scrupea;lemma
misenus;misenus;lemma
acherontis;acherontis;lemma
harpyiaeque;harpyiaeque;lemma
gorgones;gorgones;lemma
cocyto;cocyto;lemma
cocyti;cocyti;lemma
chimaera;chimaera;lemma
mezentius;mezentius;lemma
lycus;lycus;lemma
heleno;heleno;lemma
helenor;helenor;lemma
helenus;helenus;lemma
andromachen;andromachen;lemma
phryges;phryges;lemma
turnus;turnus;lemma
signum;signum;lemma
turris;turris;lemma
achates;achates;lemma
portus;portus;lemma
ortygium;ortygium;lemma
palici;palici;lemma
plumbo;plumbo;lemma
placabilis;placabilis;lemma
corynaeum;corynaeum;lemma
priuernum;priuernum;lemma
ityn;ityn;lemma
symaethia;symaethia;lemma
lycus;lycus;lemma
achates;achates;lemma
helenor;helenor;lemma
signum;signum;lemma
turnus;turnus;lemma
phryges;phryges;lemma
euandrus;euandrus;lemma
hospes;hospes;lemma
matutinus;matutinus;lemma
tyrrhena;tyrrhena;lemma
tyrrhenusque;tyrrhenusque;lemma
fulgor;fulgor;lemma
themillae;themillae;lemma
ityn;ityn;lemma
emathiona;emathiona;lemma
cloniumque;cloniumque;lemma
lucetium;lucetium;lemma
idan;idan;lemma
hibera;hibera;lemma
corynaeum;corynaeum;lemma
parthus;parthus;lemma
dareta;dareta;lemma
entellus;entellus;lemma
iterum;iterum;lemma
mnestheus;mnestheus;lemma
siue;siue;lemma
acestes;acestes;lemma
ademptast;ademptast;lemma
demittet;demittet;lemma
dehiscet;dehiscet;lemma
condicio;condicio;lemma
clausumue;clausumue;lemma
tete;tete;lemma
italiam;italiam;lemma
interpres;interpres;lemma
num;num;lemma
frater;frater;lemma
immortalis;immortalis;lemma
eurytion;eurytion;lemma
hyrtacidae;hyrtacidae;lemma
heleno;heleno;lemma
quotiens;quotiens;lemma
num;num;lemma
lyciae;lyciae;lemma
andromachen;andromachen;lemma
orestes;orestes;lemma
helenus;helenus;lemma
karthaginis;karthaginis;lemma
ausonia;ausonia;lemma
sponte;sponte;lemma
italiam;italiam;lemma
potestas;potestas;lemma
interpres;interpres;lemma
oceani;oceani;lemma
quaeso;quaeso;lemma
hector;hector;lemma
aurora;aurora;lemma
germana;germana;lemma
aethiopum;aethiopum;lemma
hesperidum;hesperidum;lemma
arruns;arruns;lemma
soractis;soractis;lemma
cassida;cassida;lemma
carbaseos;carbaseos;lemma
gortynia;gortynia;lemma
turne;turne;lemma
pineus;pineus;lemma
collis;collis;lemma
reducem;reducem;lemma
saturnus;saturnus;lemma
carmentis;carmentis;lemma
lauinia;lauinia;lemma
ruentum;ruentum;lemma
lacrumantumque;lacrumantumque;lemma
siue;siue;lemma
ardor;ardor;lemma
inglorius;inglorius;lemma
lycio;lycio;lemma
cumque;cumque;lemma
virgo;virgo;lemma
dareta;dareta;lemma
entellus;entellus;lemma
mnestheus;mnestheus;lemma
acestes;acestes;lemma
hyrtacidae;hyrtacidae;lemma
eurytion;eurytion;lemma
caestus;caestus;lemma
carmentis;carmentis;lemma
saturnus;saturnus;lemma
monimenta;monimenta;lemma
utroque;utroque;lemma
inlisit;inlisit;lemma
hippocoöntis;hippocoöntis;lemma
artemque;artemque;lemma
subsedit;subsedit;lemma
erymantho;erymantho;lemma
entellum;entellum;lemma
entello;entello;lemma
ualuit;ualuit;lemma
uacuo;uacuo;lemma
parthus;parthus;lemma
tete;tete;lemma
ademptast;ademptast;lemma
demittet;demittet;lemma
dehiscet;dehiscet;lemma
condicio;condicio;lemma
clausumue;clausumue;lemma
iuppiter;iuppiter;lemma
immortalis;immortalis;lemma
iuturna;iuturna;lemma
lapis;lapis;lemma
uacuum;uacuum;lemma
daedalus;daedalus;lemma
tartaream;tartaream;lemma
megaeram;megaeram;lemma
adrectaeque;adrectaeque;lemma
torpor;torpor;lemma
iuturnae;iuturnae;lemma
iuturnamque;iuturnamque;lemma
ulterius;ulterius;lemma
tyro;tyro;lemma
ulixi;ulixi;lemma
carmentis;carmentis;lemma
saturnus;saturnus;lemma
plemyrium;plemyrium;lemma
pachyni;pachyni;lemma
sicanio;sicanio;lemma
arethusa;arethusa;lemma
alpheum;alpheum;lemma
helori;helori;lemma
fluctus;fluctus;lemma
monimenta;monimenta;lemma
selinus;selinus;lemma
phoebea;phoebea;lemma
camerina;camerina;lemma
acragas;acragas;lemma
lilybeia;lilybeia;lemma
generator;generator;lemma
geloi;geloi;lemma
aetnaeos;aetnaeos;lemma
pandarus;pandarus;lemma
entellus;entellus;lemma
dareta;dareta;lemma
proinde;proinde;lemma
crethea;crethea;lemma
drance;drance;lemma
achillem;achillem;lemma
semel;semel;lemma
acestes;acestes;lemma
saturnus;saturnus;lemma
carmentis;carmentis;lemma
hyrtacidae;hyrtacidae;lemma
eurytion;eurytion;lemma
monimenta;monimenta;lemma
immania;immania;lemma
caestus;caestus;lemma
armipotens;armipotens;lemma
tot;tot;lemma
semper;semper;lemma
uoluse;uoluse;lemma
pelias;pelias;lemma
iphitus;iphitus;lemma
latinum;latinum;lemma
danaum;danaum;lemma
coluber;coluber;lemma
troes;troes;lemma
priami;priami;lemma
taburno;taburno;lemma
daunius;daunius;lemma
duo;duo;lemma
teucris;teucris;lemma
intus;intus;lemma
entellus;entellus;lemma
dareta;dareta;lemma
quantus;quantus;lemma
achillis;achillis;lemma
amens;amens;lemma
lucagus;lucagus;lemma
discordia;discordia;lemma
tros;tros;lemma
daedalus;daedalus;lemma
phoebe;phoebe;lemma
sibyllae;sibyllae;lemma
quoque;quoque;lemma
phoebi;phoebi;lemma
antrum;antrum;lemma
totidem;totidem;lemma
centum;centum;lemma
tros;tros;lemma
direxti;direxti;lemma
cumarum;cumarum;lemma
pergameae;pergameae;lemma
propiore;propiore;lemma
delius;delius;lemma
androgeo;androgeo;lemma
cecropidae;cecropidae;lemma
praepetibus;praepetibus;lemma
massylum;massylum;lemma
inextricabilis;inextricabilis;lemma
pasiphaë;pasiphaë;lemma
iphitus;iphitus;lemma
pelias;pelias;lemma
danaum;danaum;lemma
latinum;latinum;lemma
eurus;eurus;lemma
achaia;achaia;lemma
eois;eois;lemma
astyanacta;astyanacta;lemma
penelei;penelei;lemma
zephyrusque;zephyrusque;lemma
danaosque;danaosque;lemma
armipotentis;armipotentis;lemma
nereus;nereus;lemma
automedon;automedon;lemma
agitator;agitator;lemma
exuuiis;exuuiis;lemma
periphas;periphas;lemma
bruma;bruma;lemma
tota;tota;lemma
ilicet;ilicet;lemma
lucagus;lucagus;lemma
mimanta;mimanta;lemma
latagum;latagum;lemma
mezentius;mezentius;lemma
semel;semel;lemma
unde;unde;lemma
currus;currus;lemma
cisseis;cisseis;lemma
proinde;proinde;lemma
drance;drance;lemma
laurens;laurens;lemma
paridisque;paridisque;lemma
phrygium;phrygium;lemma
amyco;amyco;lemma
theano;theano;lemma
dolichaonis;dolichaonis;lemma
palmus;palmus;lemma
euanthen;euanthen;lemma
frater;frater;lemma
rupes;rupes;lemma
mezentius;mezentius;lemma
turnique;turnique;lemma
latagum;latagum;lemma
mimanta;mimanta;lemma
allicio;allicio;lemma
allecto;allecto;lemma
perfidus;perfidus;lemma
duo;duo;lemma
proinde;proinde;lemma
troes;troes;lemma
lucagus;lucagus;lemma
daunius;daunius;lemma
taburno;taburno;lemma
drance;drance;lemma
latinum;latinum;lemma
troianas;troianas;lemma
deserit;deserit;lemma
clipeis;clipeis;lemma
retexunt;retexunt;lemma
pinnae;pinnae;lemma
crethea;crethea;lemma
pandarus;pandarus;lemma
immania;immania;lemma
musis;musis;lemma
typhoeo;typhoeo;lemma
halym;halym;lemma
haliumque;haliumque;lemma
prytanimque;prytanimque;lemma
gygen;gygen;lemma
prochyta;prochyta;lemma
fidelis;fidelis;lemma
euboico;euboico;lemma
lyncea;lyncea;lemma
phalerim;phalerim;lemma
phegea;phegea;lemma
alcandrumque;alcandrumque;lemma
musarum;musarum;lemma
noemonaque;noemonaque;lemma
inarime;inarime;lemma
amycum;amycum;lemma
halaesus;halaesus;lemma
ilo;ilo;lemma
turnus;turnus;lemma
pallanta;pallanta;lemma
proles;proles;lemma
misenum;misenum;lemma
arcadas;arcadas;lemma
auri;auri;lemma
num;num;lemma
eurytides;eurytides;lemma
clonus;clonus;lemma
palla;palla;lemma
aeneia;aeneia;lemma
thymberque;thymberque;lemma
lagus;lagus;lemma
laride;laride;lemma
laridum;laridum;lemma
sodalis;sodalis;lemma
rhoeti;rhoeti;lemma
teuthra;teuthra;lemma
misenum;misenum;lemma
arbore;arbore;lemma
arbor1;arbor1;lemma
stygios;stygios;lemma
stygis;stygis;lemma
pollux;pollux;lemma
threïcia;threïcia;lemma
orpheus;orpheus;lemma
cocytusque;cocytusque;lemma
ramus;ramus;lemma
palinure;palinure;lemma
iunoni;iunoni;lemma
uenere;uenere;lemma
hectoris;hectoris;lemma
facilis;facilis;lemma
alter;alter;lemma
cithara;cithara;lemma
icta;icta;lemma
discolor;discolor;lemma
misene;misene;lemma
dardanus;dardanus;lemma
fauni;fauni;lemma
siquem;siquem;lemma
auruncos;auruncos;lemma
idaeos;idaeos;lemma
samothracia;samothracia;lemma
numici;numici;lemma
samum;samum;lemma
threiciamque;threiciamque;lemma
tiaras;tiaras;lemma
iliadumque;iliadumque;lemma
saturni;saturni;lemma
europae;europae;lemma
idaeas;idaeas;lemma
oceano;oceano;lemma
ilionei;ilionei;lemma
corythi;corythi;lemma
tyrrhenum;tyrrhenum;lemma
phrygiae;phrygiae;lemma
ioue;ioue;lemma
italiam;italiam;lemma
quotiens;quotiens;lemma
necesse;necesse;lemma
karthaginis;karthaginis;lemma
sol;sol;lemma
hecate;hecate;lemma
lyciae;lyciae;lemma
terminus;terminus;lemma
heu;heu;lemma
extorris;extorris;lemma
num;num;lemma
imprecor;imprecor;lemma
dardanios;dardanios;lemma
cyllenius;cyllenius;lemma
nomadumque;nomadumque;lemma
supra;supra;lemma
rursus;rursus;lemma
praeterea;praeterea;lemma
libycaeque;libycaeque;lemma
dissimulo;dissimulo;lemma
lucagus;lucagus;lemma
antoren;antoren;lemma
euandro;euandro;lemma
tisiphone;tisiphone;lemma
mezentius;mezentius;lemma
exsomnis;exsomnis;lemma
roseïs;roseïs;lemma
rhadamanthus;rhadamanthus;lemma
tartareus;tartareus;lemma
tisiphoneque;tisiphoneque;lemma
menelaum;menelaum;lemma
elysium;elysium;lemma
deiphobus;deiphobus;lemma
aeolides;aeolides;lemma
fauni;fauni;lemma
pallantis;pallantis;lemma
turnus;turnus;lemma
iterum;iterum;lemma
lauso;lauso;lemma
dardanus;dardanus;lemma
mezentius;mezentius;lemma
lucagus;lucagus;lemma
antoren;antoren;lemma
euandro;euandro;lemma
pallantis;pallantis;lemma
ter;ter;lemma
tisiphoneque;tisiphoneque;lemma
roseïs;roseïs;lemma
elysium;elysium;lemma
deiphobus;deiphobus;lemma
aeolides;aeolides;lemma
menelaum;menelaum;lemma
rhadamanthus;rhadamanthus;lemma
exsomnis;exsomnis;lemma
tartareus;tartareus;lemma
poena;poena;lemma
rupes;rupes;lemma
auernis;auernis;lemma
gnosius;gnosius;lemma
humo;humo;lemma
euandrus;euandrus;lemma
matutinus;matutinus;lemma
ascanio;ascanio;lemma
tyrrheni;tyrrheni;lemma
quadrupedante;quadrupedante;lemma
tarcho;tarcho;lemma
siluano;siluano;lemma
pulueream;pulueream;lemma
prope;prope;lemma
pelasgos;pelasgos;lemma
lucifer;lucifer;lemma
caeritis;caeritis;lemma
caesar;caesar;lemma
oceani;oceani;lemma
tartareus;tartareus;lemma
deiphobus;deiphobus;lemma
elysium;elysium;lemma
exsomnis;exsomnis;lemma
menelaum;menelaum;lemma
rhadamanthus;rhadamanthus;lemma
tyro;tyro;lemma
fluctus;fluctus;lemma
pudor;pudor;lemma
cereri;cereri;lemma
gaetulae;gaetulae;lemma
phoeboque;phoeboque;lemma
aquosus;aquosus;lemma
barcaei;barcaei;lemma
numidae;numidae;lemma
lyaeo;lyaeo;lemma
iunone;iunone;lemma
iarbas;iarbas;lemma
punica;punica;lemma
libyae;libyae;lemma
forsan;forsan;lemma
syrtis;syrtis;lemma
erebi;erebi;lemma
pantagiae;pantagiae;lemma
scyllam;scyllam;lemma
charybdin;charybdin;lemma
serestum;serestum;lemma
sergestumque;sergestumque;lemma
mnesthea;mnesthea;lemma
cyllenius;cyllenius;lemma
iuturna;iuturna;lemma
atlantis;atlantis;lemma
adcendit;adcendit;lemma
amens;amens;lemma
exscidioque;exscidioque;lemma
utrimque;utrimque;lemma
saces;saces;lemma
dardanidis;dardanidis;lemma
nympha;nympha;lemma
lenaeum;lenaeum;lemma
maurusia;maurusia;lemma
troianus;troianus;lemma
huc;huc;lemma
pingue;pingue;lemma
genetrix;genetrix;lemma
italum;italum;lemma
palinure;palinure;lemma
anchisiade;anchisiade;lemma
aqua;aqua;lemma
oronten;oronten;lemma
leucaspim;leucaspim;lemma
stygias;stygias;lemma
uelinos;uelinos;lemma
libyco;libyco;lemma
palinurus;palinurus;lemma
fluctus;fluctus;lemma
anchisa;anchisa;lemma
sibyllae;sibyllae;lemma
cortina;cortina;lemma
nuper;nuper;lemma
stygiamque;stygiamque;lemma
sublimis;sublimis;lemma
saltem;saltem;lemma
gubernator;gubernator;lemma
imponit;imponit;lemma
euandrus;euandrus;lemma
cyllenius;cyllenius;lemma
atlantis;atlantis;lemma
troianus;troianus;lemma
lenaeum;lenaeum;lemma
maurusia;maurusia;lemma
centum;centum;lemma
romanaque;romanaque;lemma
euanuit;euanuit;lemma
laena;laena;lemma
uxorius;uxorius;lemma
tyrioque;tyrioque;lemma
scilicet;scilicet;lemma
italiae;italiae;lemma
tyrii;tyrii;lemma
aqua;aqua;lemma
italos;italos;lemma
ioui;ioui;lemma
libycis;libycis;lemma
tantarum;tantarum;lemma
nympha;nympha;lemma
caesar;caesar;lemma
fluctus;fluctus;lemma
iuppiter;iuppiter;lemma
euandrus;euandrus;lemma
neu;neu;lemma
cloanthus;cloanthus;lemma
catonem;catonem;lemma
catilina;catilina;lemma
actia;actia;lemma
agrippa;agrippa;lemma
delphines;delphines;lemma
leucaten;leucaten;lemma
tartareas;tartareas;lemma
creatrix;creatrix;lemma
uortex;uortex;lemma
adcendit;adcendit;lemma
aqua;aqua;lemma
intus;intus;lemma
remus1;remus1;lemma
sergestus;sergestus;lemma
uixet;uixet;lemma
euandrum;euandrum;lemma
latinis;latinis;lemma
tarchon;tarchon;lemma
maerentum;maerentum;lemma
praediuitis;praediuitis;lemma
latino;latino;lemma
partim;partim;lemma
ualuisse;ualuisse;lemma
tunc;tunc;lemma
insuper;insuper;lemma
pars;pars;lemma
umectat;umectat;lemma
aethon;aethon;lemma
sparsuros;sparsuros;lemma
diomedis;diomedis;lemma
pinus;pinus;lemma
praecipuus;praecipuus;lemma
rutulo;rutulo;lemma
troiane;troiane;lemma
